,type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,opinion
15,1,6.6,0.17,0.38,1.224744871391589,0.17888543819998318,3.332204510175204,4.718498871295094,0.9914,3.25,0.55,11.4,1
16,1,6.3,0.48,0.04,1.0488088481701516,0.21447610589527216,3.4011973816621555,4.59511985013459,0.9928,3.24,0.36,9.6,1
17,1,7.2165793124710955,0.66,0.48,1.0954451150103321,0.17029386365926402,3.367295829986474,4.31748811353631,0.9892,3.33,0.39,12.8,1
18,1,7.4,0.34,0.42,1.0488088481701516,0.1816590212458495,2.833213344056216,5.14166355650266,0.9917,3.12,0.53,11.3,1
19,1,6.5,0.31,0.14,2.7386127875258306,0.20976176963403032,3.5263605246161616,4.890349128221754,0.9955,3.22,0.5,9.5,0
20,1,6.2,0.66,0.48,1.0954451150103321,0.17029386365926402,3.367295829986474,4.31748811353631,0.9892,3.33,0.39,12.8,1
21,1,6.4,0.31,0.38,1.70293863659264,0.19493588689617927,2.9444389791664403,4.624972813284271,0.9912,3.17,0.35,11.0,1
22,1,6.8,0.26,0.42,1.3038404810405297,0.22135943621178655,3.713572066704308,4.804021044733257,0.993,3.47,0.48,10.5,1
23,1,7.6,0.67,0.14,1.224744871391589,0.2720294101747089,3.2188758248682006,5.123963979403259,0.9937,3.05,0.51,9.3,0
24,1,6.6,0.27,0.41,1.140175425099138,0.22803508501982758,2.772588722239781,4.955827057601261,0.9951,3.42,0.47,10.0,1
25,1,7.0,0.25,0.32,3.0,0.21447610589527216,4.02535169073515,5.501258210544727,0.9955,3.25,0.5,10.4,1
26,1,6.9,0.24,0.35,1.0,0.22803508501982758,3.5553480614894135,4.983606621708336,0.993,3.45,0.44,10.0,1
27,1,7.0,0.28,0.39,2.949576240750525,0.22583179581272428,3.4657359027997265,4.948759890378168,0.9961,3.38,0.53,10.5,1
28,1,7.4,0.27,0.48,1.0488088481701516,0.216794833886788,2.833213344056216,4.882801922586371,0.9914,3.19,0.49,11.6,1
29,1,7.2,0.32,0.36,1.4142135623730951,0.1816590212458495,3.6109179126442243,4.736198448394496,0.9906,3.1,0.71,12.3,1
30,1,8.5,0.24,0.39,3.22490309931942,0.20976176963403032,2.995732273553991,4.955827057601261,0.9974,3.2,0.53,10.0,1
31,1,8.3,0.14,0.34,1.0488088481701516,0.20493901531919198,1.9459101490553132,3.8501476017100584,0.9934,3.47,0.4,10.2,1
32,1,7.4,0.25,0.36,1.4317821063276353,0.22360679774997896,3.4339872044851463,4.605170185988092,0.992,3.19,0.44,10.8,1
33,1,6.2,0.12,0.34,2.333308039013895,0.21213203435596426,3.7612001156935624,4.762173934797756,0.9939,3.42,0.51,9.0,1
34,1,5.8,0.27,0.2,3.866522985836241,0.20976176963403032,3.091042453358316,5.187385805840755,0.9962,3.37,0.37,10.2,0
35,1,7.3,0.28,0.43,1.3038404810405297,0.282842712474619,3.044522437723423,4.812184355372417,0.9905,3.19,0.42,12.8,0
36,1,6.5,0.39,0.23,2.32379000772445,0.22583179581272428,3.2188758248682006,5.003946305945459,0.9934,3.24,0.35,10.0,0
37,1,7.0,0.33,0.32,1.0954451150103321,0.23021728866442676,3.6375861597263857,4.927253685157205,0.9906,3.13,0.28,11.2,1
38,1,7.3,0.24,0.39,4.236744032862972,0.23874672772626646,3.8066624897703196,5.003946305945459,0.9999,3.21,0.36,8.6,0
39,1,7.3,0.24,0.39,4.236744032862972,0.23874672772626646,3.8066624897703196,5.003946305945459,0.9999,3.21,0.36,8.6,0
40,1,6.7,0.23,0.39,1.5811388300841898,0.4147288270665544,4.143134726391533,5.062595033026967,0.9937,3.11,0.36,9.4,1
41,1,6.7,0.24,0.39,1.70293863659264,0.4159326868617084,4.143134726391533,5.056245805348308,0.9937,3.1,0.34,9.4,1
42,1,7.0,0.31,0.26,2.7202941017470885,0.26267851073127396,3.332204510175204,5.075173815233827,0.9954,3.13,0.46,9.8,1
43,1,6.6,0.24,0.27,1.1832159566199232,0.23874672772626646,3.4965075614664802,5.0238805208462765,0.9934,3.22,0.56,9.5,1
44,1,6.7,0.23,0.26,1.1832159566199232,0.2449489742783178,3.4965075614664802,5.0369526024136295,0.9934,3.24,0.56,9.5,1
45,1,7.4,0.18,0.31,1.1832159566199232,0.24083189157584592,3.6375861597263857,5.117993812416755,0.9931,3.16,0.53,10.0,1
48,1,7.0,0.31,0.26,2.7202941017470885,0.26267851073127396,3.332204510175204,5.075173815233827,0.9954,3.13,0.46,9.8,1
49,1,6.9,0.19,0.35,2.23606797749979,0.2588435821108957,3.4657359027997265,5.0106352940962555,0.995,3.36,0.48,9.8,0
50,1,7.2,0.19,0.31,1.2649110640673518,0.24899799195977465,3.4339872044851463,5.153291594497779,0.9917,3.35,0.44,11.7,1
51,1,6.6,0.25,0.29,1.0488088481701516,0.260768096208106,3.6635616461296463,4.820281565605037,0.9914,3.34,0.58,11.0,1
52,1,6.2,0.16,0.33,1.0488088481701516,0.23874672772626646,3.044522437723423,4.406719247264253,0.991,3.32,0.46,10.9,1
53,1,6.4,0.18,0.35,1.0,0.21213203435596426,3.6635616461296463,4.68213122712422,0.9911,3.31,0.35,10.9,1
54,1,6.8,0.2,0.59,0.9486832980505138,0.38340579025361626,3.6375861597263857,4.882801922586371,0.993,3.218395499383477,0.38,9.1,1
55,1,6.9,0.25,0.35,1.140175425099138,0.19748417658131498,3.367295829986474,5.25227342804663,0.9908,3.13,0.52,11.0,1
56,1,7.2,0.21,0.34,3.449637662132068,0.2073644135332772,3.6109179126442243,5.3612921657094255,0.9962,3.09,0.5,9.6,1
57,1,6.0,0.19,0.26,3.521363372331802,0.21908902300206645,3.912023005428146,4.990432586778736,0.9972,3.3,0.36,8.9,1
58,1,6.6,0.38,0.15,2.1447610589527217,0.20976176963403032,3.2188758248682006,4.356708826689592,0.9931,3.11,0.38,10.2,1
59,1,7.4,0.2,0.36,1.0954451150103321,0.19493588689617927,3.784189633918261,4.709530201312334,0.9926,3.36,0.34,9.9,1
60,1,6.8,0.22,0.24,2.2135943621178655,0.30331501776206204,3.4011973816621555,4.812184355372417,0.9951,3.03,0.46,8.6,1
61,1,6.0,0.19,0.26,3.521363372331802,0.21908902300206645,3.912023005428146,4.990432586778736,0.9972,3.3,0.36,8.9,1
62,1,7.0,0.47,0.07,1.0488088481701516,0.18708286933869708,2.833213344056216,5.017279836814924,0.991,3.02,0.34,10.5,0
63,1,6.6,0.38,0.15,2.1447610589527217,0.20976176963403032,3.2188758248682006,4.356708826689592,0.9931,3.11,0.38,10.2,1
64,1,7.2,0.24,0.27,1.1832159566199232,0.19493588689617927,3.4339872044851463,4.804021044733257,0.9927,3.15,0.46,10.3,1
65,1,6.2,0.35,0.03,1.0954451150103321,0.25298221281347033,3.367295829986474,4.787491742782046,0.9934,3.22,0.54,9.1,0
66,1,6.4,0.26,0.24,2.5298221281347035,0.2,3.295836866004329,4.820281565605037,0.9903,3.22,0.49,12.6,1
67,1,6.7,0.25,0.13,1.0954451150103321,0.2024845673131659,4.394449154672439,5.159055299214529,0.992,3.14,0.42,9.8,0
68,1,6.7,0.23,0.31,1.449137674618944,0.21447610589527216,3.4011973816621555,4.564348191467836,0.9926,3.33,0.64,10.7,1
69,1,7.4,0.24,0.29,3.1780497164141406,0.22360679774997896,3.044522437723423,4.653960350157523,0.9962,3.13,0.35,9.5,0
70,1,6.2,0.27,0.43,2.792848008753788,0.23664319132398465,3.871201010907891,5.497168225293202,0.9956,3.1,0.51,9.0,1
73,1,8.6,0.23,0.46,1.0,0.232379000772445,2.1972245773362196,4.276666119016055,0.9941,2.95,0.49,9.1,1
74,1,6.7,0.23,0.31,1.449137674618944,0.21447610589527216,3.4011973816621555,4.564348191467836,0.9926,3.33,0.64,10.7,1
75,1,7.4,0.24,0.29,3.1780497164141406,0.22360679774997896,3.044522437723423,4.653960350157523,0.9962,3.13,0.35,9.5,0
76,1,7.1,0.18,0.36,1.1832159566199232,0.2073644135332772,3.4339872044851463,4.465908118654584,0.9898,3.26,0.37,12.7,1
77,1,7.0,0.32,0.34,1.140175425099138,0.20493901531919198,2.995732273553991,4.23410650459726,0.9912,3.31,0.65,12.0,1
78,1,7.4,0.18,0.3,2.9664793948382653,0.25298221281347033,3.258096538021482,4.634728988229636,0.9961,2.94,0.56,9.3,0
79,1,6.7,0.54,0.28,2.32379000772445,0.2449489742783178,3.044522437723423,4.653960350157523,0.9949,3.27,0.37,9.0,0
80,1,6.8,0.22,0.31,1.1832159566199232,0.23021728866442676,3.5263605246161616,4.736198448394496,0.9929,3.39,0.77,10.6,1
81,1,7.1,0.2,0.34,4.0,0.22360679774997896,3.9318256327243257,5.111987788356544,0.9985,3.21,0.6,9.2,1
82,1,7.1,0.34,0.2,2.4698178070456938,0.25099800796022265,3.8501476017100584,5.099866427824199,0.9946,3.17,0.42,10.0,0
83,1,7.3,0.22,0.3,2.8635642126552705,0.216794833886788,3.7376696182833684,5.332718793265369,0.9966,3.33,0.46,9.5,1
84,1,7.1,0.43,0.61,3.4351128074635335,0.21213203435596426,3.9889840465642745,5.043425116919247,0.9974,3.11,0.45,8.7,0
85,1,7.1,0.44,0.62,3.4351128074635335,0.20976176963403032,3.9512437185814275,5.0238805208462765,0.9975,3.12,0.46,8.7,1
86,1,7.2,0.33969101556480197,0.63,3.3166247903554,0.20976176963403032,4.007333185232471,5.049856007249537,0.9974,3.09,0.44,8.7,1
87,1,6.8,0.25,0.31,3.646916505762094,0.22360679774997896,4.23410650459726,5.308267697401205,0.9972,3.22,0.48,9.7,1
88,1,7.1,0.43,0.61,3.4351128074635335,0.21213203435596426,3.9889840465642745,5.043425116919247,0.9974,3.11,0.45,8.7,0
89,1,7.1,0.44,0.62,3.4351128074635335,0.20976176963403032,3.9512437185814275,5.0238805208462765,0.9975,3.12,0.46,8.7,1
90,1,7.2,0.39,0.63,3.3166247903554,0.20976176963403032,4.007333185232471,5.049856007249537,0.9974,3.09,0.44,8.7,1
91,1,6.1,0.27,0.43,2.7386127875258306,0.22135943621178655,4.174387269895637,5.493061443340548,0.9957,3.12,0.47,9.0,0
92,1,6.9,0.24,0.33,1.3038404810405297,0.18708286933869708,3.8501476017100584,4.912654885736052,0.99,3.26,0.4,12.6,1
93,1,6.9,0.21,0.33,1.3416407864998738,0.18439088914585774,3.871201010907891,4.912654885736052,0.9899,3.25,0.41,12.6,1
94,1,7.5,0.17,0.32,1.3038404810405297,0.2,3.9318256327243257,4.997212273764115,0.9916,3.21,0.44,11.5,1
95,1,7.1,0.26,0.29,3.521363372331802,0.20976176963403032,4.127134385045092,5.480638923341991,0.9969,3.04,0.42,9.2,1
96,1,6.0,0.34,0.66,3.987480407475377,0.21447610589527216,3.258096538021482,5.099866427824199,0.9979,3.14,0.5,8.8,1
97,1,8.6,0.265,0.36,1.0954451150103321,0.18439088914585774,2.70805020110221,4.382026634673881,0.9913,2.95,0.36,11.4,1
98,1,9.8,0.36,0.46,3.24037034920393,0.2367310086127271,1.3862943611198906,4.418840607796598,0.9956,2.89,0.3,10.1,0
99,1,6.0,0.34,0.66,3.987480407475377,0.21447610589527216,3.258096538021482,5.099866427824199,0.9979,3.14,0.5,8.8,1
100,1,7.4,0.25,0.37,3.6742346141747673,0.2449489742783178,3.9512437185814275,5.2574953720277815,0.9975,3.0,0.44,9.1,0
101,1,7.1,0.12,0.32,3.0983866769659336,0.232379000772445,4.1588830833596715,5.087596335232384,0.9962,3.4,0.41,9.4,0
102,1,6.0,0.21,0.24,3.478505426185217,0.22360679774997896,4.007333185232471,5.099866427824199,0.997,3.34,0.39,9.4,0
103,1,7.5,0.305,0.4,4.347413023856832,0.24289915602982237,3.784189633918261,5.135798437050262,1.0,2.99,0.46,9.0,0
104,1,7.4,0.25,0.37,3.6742346141747673,0.2449489742783178,3.9512437185814275,5.2574953720277815,0.9975,3.0,0.44,9.1,0
105,1,7.3,0.13,0.32,3.794733192202055,0.22583179581272428,3.5263605246161616,4.6913478822291435,0.9974,3.2,0.35,9.2,1
106,1,7.1,0.12,0.32,3.0983866769659336,0.232379000772445,4.1588830833596715,5.087596335232384,0.9962,3.4,0.41,9.4,0
107,1,7.1,0.23,0.35,4.06201920231798,0.2,4.0943445622221,5.14166355650266,0.999,3.16,0.59,9.1,1
108,1,7.1,0.23,0.35,4.06201920231798,0.2,4.0943445622221,5.14166355650266,0.999,3.16,0.59,9.1,1
109,1,6.9,0.33,0.28,1.140175425099138,0.22583179581272428,3.6109179126442243,5.231108616854587,0.9927,3.27,0.6,10.3,0
110,1,6.5,0.17,0.54,2.9154759474226504,0.2863564212655271,4.1588830833596715,5.093750200806762,0.9959,2.89,0.39,8.8,1
111,1,7.2,0.27,0.46,4.330127018922194,0.22803508501982758,3.8066624897703196,5.541263545158426,1.0,3.04,0.52,8.9,0
112,1,7.2,0.31,0.5,3.646916505762094,0.23664319132398465,4.219507705176107,5.272999558563747,0.9982,3.01,0.47,9.2,0
113,1,6.7,0.41,0.34,3.03315017762062,0.22135943621178655,3.367295829986474,5.0106352940962555,0.9968,3.22,0.51,9.1,0
114,1,6.7,0.41,0.34,3.03315017762062,0.22135943621178655,3.367295829986474,5.0106352940962555,0.9968,3.22,0.51,9.1,0
115,1,5.5,0.485,0.0,1.224744871391589,0.25495097567963926,2.0794415416798357,4.634728988229636,0.994,3.63,0.4,9.7,0
116,1,6.0,0.31,0.24,1.816590212458495,0.2024845673131659,3.2188758248682006,4.962844630259907,0.9914,3.31,0.44,11.3,1
117,1,7.0,0.14,0.4,1.3038404810405297,0.18708286933869708,2.772588722239781,4.442651256490317,0.9911,3.19,0.42,11.8,1
118,1,7.2,0.31,0.5,3.646916505762094,0.23664319132398465,4.219507705176107,5.272999558563747,0.9982,3.01,0.47,9.2,0
119,1,7.3,0.32,0.48,3.646916505762094,0.2449489742783178,4.04305126783455,5.278114659230517,0.9982,3.04,0.5,9.2,0
120,1,5.9,0.36,0.04,2.3874672772626644,0.21447610589527216,3.044522437723423,4.465908118654584,0.9934,3.22,0.51,10.2,0
121,1,7.8,0.24,0.32,3.492849839314596,0.232379000772445,3.7376696182833684,4.927253685157205,0.9984,3.01,0.54,8.8,0
122,1,7.4,0.16,0.31,2.6172504656604803,0.24289915602982237,3.4339872044851463,4.875197323201151,0.9952,3.29,0.34,9.7,0
123,1,6.9,0.19,0.28,2.23606797749979,0.24083189157584592,2.6390573296152584,4.983606621708336,0.9952,3.29,0.36,9.1,1
124,1,6.4,0.13,0.47,1.2649110640673518,0.30331501776206204,3.6888794541139363,5.062595033026967,0.9928,3.21,0.36,9.8,1
125,1,6.7,0.19,0.36,1.0488088481701516,0.161245154965971,4.143134726391533,4.962844630259907,0.9912,3.27,0.48,11.0,1
126,1,7.4,0.39,0.23,2.6457513110645907,0.1816590212458495,3.367295829986474,4.836281906951478,0.994,3.14,0.42,10.5,0
127,1,6.5,0.24,0.32,2.756809750418044,0.19493588689617927,3.871201010907891,5.313205979041787,0.9958,3.45,0.54,9.7,1
128,1,6.1,0.3,0.56,1.6733200530681511,0.20976176963403032,3.8501476017100584,5.187385805840755,0.9924,3.3,0.57,10.9,1
129,1,6.1,0.3,0.56,1.6431676725154984,0.21447610589527216,3.828641396489095,5.214935757608986,0.9924,3.31,0.57,10.9,1
130,1,5.7,0.26,0.25,3.22490309931942,0.1414213562373095,1.9459101490553132,4.04305126783455,0.994,3.39,0.37,10.6,0
131,1,6.5,0.24,0.32,2.756809750418044,0.19493588689617927,3.871201010907891,5.313205979041787,0.9958,3.45,0.54,9.7,1
132,1,6.5,0.425,0.4,3.6193922141707713,0.19493588689617927,4.07753744390572,5.484796933490655,0.9979,3.23,0.57,9.0,0
133,1,6.6,0.24,0.27,3.9749213828703582,0.18708286933869708,3.828641396489095,5.236441962829949,0.9982,3.24,0.51,9.2,0
134,1,6.8,0.27,0.22,2.8460498941515415,0.18439088914585774,4.007333185232471,5.313205979041787,0.9961,3.19,0.52,8.9,0
135,1,6.7,0.27,0.31,3.96232255123179,0.18973665961010275,3.784189633918261,5.187385805840755,0.9979,3.26,0.56,9.6,0
136,1,8.2,0.23,0.4,1.0954451150103321,0.16431676725154984,3.58351893845611,4.795790545596741,0.992,3.12,0.38,10.7,1
137,1,7.1,0.37,0.67,3.24037034920393,0.21213203435596426,3.8918202981106265,5.043425116919247,0.9975,3.16,0.44,8.7,0
138,1,6.8,0.19,0.36,1.378404875209022,0.18708286933869708,3.4011973816621555,4.564348191467836,0.9917,3.15,0.54,10.8,1
139,1,8.1,0.28,0.39,1.378404875209022,0.17029386365926402,2.8903717578961645,4.3694478524670215,0.9923,3.218395499383477,0.52,11.8,1
140,1,6.3,0.31,0.34,1.4832396974191326,0.21213203435596426,2.995732273553991,4.343805421853684,0.9927,3.3,0.43,10.2,0
141,1,7.1,0.37,0.67,3.24037034920393,0.21213203435596426,3.8918202981106265,5.043425116919247,0.9975,3.16,0.44,8.7,0
142,1,7.9,0.21,0.4,1.0954451150103321,0.19748417658131498,3.6375861597263857,4.672828834461906,0.992,3.21,0.54,10.8,1
143,1,8.5,0.21,0.41,2.073644135332772,0.18973665961010275,3.1780538303479458,4.59511985013459,0.9947,3.18,0.53,9.7,1
144,1,8.1,0.2,0.4,1.4142135623730951,0.19235384061671346,2.9444389791664403,4.465908118654584,0.9921,3.12,0.54,11.2,1
145,1,6.3,0.255,0.37,1.0488088481701516,0.2,3.6109179126442243,4.736198448394496,0.9905,3.0,0.39,10.9,1
146,1,5.6,0.16,0.27,1.1832159566199232,0.20976176963403032,3.970291913552122,5.123963979403259,0.9918,3.28,0.37,10.1,1
147,1,6.4,0.595,0.14,2.280350850198276,0.24083189157584592,2.70805020110221,4.574710978503383,0.9951,3.38,0.36,9.0,0
148,1,6.3,0.34,0.33,2.1447610589527217,0.18439088914585774,2.9444389791664403,4.382026634673881,0.9917,3.38,0.58,12.0,1
149,1,6.9,0.25,0.3,2.0248456731316584,0.232379000772445,3.1354942159291497,4.7535901911063645,0.994,2.99,0.38,9.4,1
150,1,7.9,0.22,0.38,2.8284271247461903,0.2073644135332772,3.828641396489095,5.0238805208462765,0.9934,3.12,0.32,11.5,1
151,1,7.6,0.18,0.46,3.1937438845342623,0.2345207879911715,4.060443010546419,4.90527477843843,0.9968,3.14,0.43,9.9,1
152,1,6.9,0.25,0.3,2.0248456731316584,0.232379000772445,3.1354942159291497,4.7535901911063645,0.994,2.99,0.38,9.4,1
153,1,7.2,0.18,0.41,1.0954451150103321,0.21908902300206645,3.713572066704308,4.574710978503383,0.9919,3.14,0.45,10.4,0
154,1,8.2,0.23,0.4,2.7386127875258306,0.22135943621178655,2.4849066497880004,4.330733340286331,0.9966,3.06,0.84,9.7,1
155,1,7.4,0.24,0.42,3.7416573867739413,0.2569046515733026,3.871201010907891,5.288267030694535,0.9979,2.89,0.42,8.9,1
156,1,7.4,0.24,0.42,3.7416573867739413,0.2569046515733026,3.871201010907891,5.288267030694535,0.9979,2.89,0.42,8.9,1
157,1,6.1,0.32,0.24,1.224744871391589,0.18973665961010275,3.6375861597263857,4.820281565605037,0.9898,3.29,0.42,12.4,1
158,1,5.2,0.44,0.04,1.1832159566199232,0.18973665961010275,3.7612001156935624,4.77912349311153,0.9894,3.36,0.33,12.1,1
159,1,5.2,0.44,0.04,1.1832159566199232,0.18973665961010275,3.7612001156935624,4.77912349311153,0.9894,3.36,0.33,12.1,1
160,1,6.1,0.32,0.24,1.224744871391589,0.18973665961010275,3.6375861597263857,4.820281565605037,0.9898,3.29,0.42,12.4,1
161,1,6.4,0.22,0.56,3.8078865529319543,0.2345207879911715,3.295836866004329,5.0689042022202315,0.998,2.98,0.4,9.1,0
162,1,6.3,0.36,0.3,2.1908902300206643,0.22135943621178655,2.6390573296152584,4.442651256490317,0.9932,3.28,0.39,10.6,0
163,1,7.4,0.24,0.42,3.7416573867739413,0.2569046515733026,3.871201010907891,5.288267030694535,0.9979,2.89,0.42,8.9,1
164,1,6.7,0.24,0.35,3.6193922141707713,0.22360679774997896,4.1588830833596715,5.3230099791384085,0.997,3.15,0.5,9.5,0
165,1,7.0,0.23,0.36,3.605551275463989,0.22583179581272428,4.276666119016055,5.176149732573829,0.9972,3.16,0.49,9.8,0
166,1,8.4,0.27,0.46,2.949576240750525,0.21908902300206645,3.6635616461296463,5.2832037287379885,0.9974,3.14,0.59,9.6,1
167,1,6.7,0.46,0.18,1.5491933384829668,0.18439088914585774,3.2188758248682006,4.584967478670572,0.9896,3.08,0.44,12.6,1
168,1,7.5,0.29,0.31,2.9916550603303182,0.2345207879911715,2.995732273553991,5.017279836814924,0.9968,3.08,0.54,9.3,0
169,1,9.8,0.42,0.48,3.138470965295043,0.18439088914585774,1.6094379124341003,4.700480365792417,0.9958,2.87,0.29,10.0,0
170,1,7.1,0.3,0.46,1.224744871391589,0.2569046515733026,3.367295829986474,4.890349128221754,0.9906,3.12,0.54,12.7,1
171,1,7.9,0.19,0.45,1.224744871391589,0.21213203435596426,2.833213344056216,4.564348191467836,0.9917,3.13,0.39,11.0,1
172,1,7.6,0.48,0.37,0.8944271909999159,0.19235384061671346,1.3862943611198906,4.605170185988092,0.9902,3.03,0.39,11.4,0
173,1,6.3,0.22,0.43,2.1330729007701543,0.19493588689617927,3.4339872044851463,4.867534450455582,0.9918,3.35,0.33,11.5,1
174,1,7.2165793124710955,0.27,0.31,4.207136793592526,0.22583179581272428,3.4965075614664802,5.153291594497779,0.999,3.09,0.64,10.2,0
175,1,6.9,0.23,0.4,2.7386127875258306,0.2,3.912023005428146,5.017279836814924,0.9927,3.11,0.27,11.4,1
176,1,7.2,0.32,0.47,2.258317958127243,0.20976176963403032,2.9444389791664403,4.174387269895637,0.991,3.03,0.41,12.6,0
177,1,5.9,0.23,0.3,3.591656999213594,0.232379000772445,4.04305126783455,5.135798437050262,0.9972,3.28,0.39,9.4,0
178,1,6.0,0.67,0.07,1.0954451150103321,0.2449489742783178,2.1972245773362196,4.68213122712422,0.9931,3.11,0.35,8.7,0
179,1,6.4,0.25,0.32,2.345207879911715,0.22135943621178655,3.713572066704308,5.170483995038151,0.995,3.19,0.68,9.2,1
180,1,6.4,0.33,0.31,2.345207879911715,0.21908902300206645,3.7376696182833684,5.153291594497779,0.9951,3.19,0.66,9.3,1
181,1,7.1,0.34,0.15,1.0954451150103321,0.23021728866442676,4.110873864173311,5.209486152841421,0.9936,3.09,0.43,9.2,0
182,1,6.8,0.28,0.4,4.69041575982343,0.21908902300206645,3.871201010907891,5.117993812416755,1.001,2.93,0.5,8.7,0
183,1,6.9,0.27,0.4,3.7416573867739413,0.22360679774997896,4.1588830833596715,5.424950017481403,0.9979,3.18,0.58,9.6,1
184,1,6.8,0.26,0.56,3.449637662132068,0.2073644135332772,4.1588830833596715,5.420534999272286,0.997,3.02,0.63,9.3,0
185,1,6.8,0.29,0.56,3.449637662132068,0.2073644135332772,4.189654742026425,5.438079308923196,0.9972,3.02,0.63,9.3,0
186,1,6.7,0.24,0.41,3.0659419433511785,0.2,3.8918202981106265,5.111987788356544,0.9954,3.12,0.61,9.9,1
187,1,5.9,0.3,0.23,2.04939015319192,0.19493588689617927,3.7376696182833684,4.77912349311153,0.9924,3.15,0.5,11.0,0
188,1,6.8,0.53,0.35,1.9493588689617927,0.18439088914585774,3.258096538021482,4.6913478822291435,0.9906,3.26,0.57,12.7,1
189,1,6.5,0.28,0.28,2.9154759474226504,0.216794833886788,3.9889840465642745,5.3471075307174685,0.9962,3.09,0.54,8.9,0
190,1,6.6,0.28,0.28,2.9154759474226504,0.22803508501982758,4.007333185232471,5.351858133476067,0.9962,3.09,0.55,8.9,1
191,1,6.8,0.28,0.4,4.69041575982343,0.21908902300206645,3.871201010907891,5.117993812416755,1.001,2.93,0.5,8.7,0
192,1,6.8,0.28,0.36,2.8284271247461903,0.21213203435596426,3.332204510175204,4.812184355372417,0.9928,3.02,0.37,11.4,1
193,1,6.6,0.15,0.34,2.258317958127243,0.2345207879911715,3.5263605246161616,4.8283137373023015,0.9942,3.36,0.42,9.6,0
194,1,6.4,0.29,0.44,1.8973665961010275,0.4472135954999579,4.31748811353631,5.198497031265826,0.9942,3.02,0.41,9.1,0
195,1,6.4,0.3,0.45,1.8708286933869707,0.4438468204234429,4.330733340286331,5.19295685089021,0.9942,3.02,0.39,9.1,1
196,1,6.4,0.29,0.44,1.8973665961010275,0.4438468204234429,4.31748811353631,5.209486152841421,0.9942,3.01,0.38,9.1,0
197,1,6.8,0.26,0.24,2.792848008753788,0.22803508501982758,3.9889840465642745,5.365976015021851,0.9961,3.13,0.47,8.9,0
198,1,7.1,0.32,0.24,3.6193922141707713,0.22360679774997896,3.9512437185814275,5.318119993844216,0.998,3.1,0.49,8.8,0
199,1,6.8,0.26,0.24,2.792848008753788,0.22803508501982758,3.9889840465642745,5.365976015021851,0.9961,3.13,0.47,8.9,0
200,1,6.8,0.27,0.26,4.012480529547776,0.22135943621178655,4.007333185232471,5.278114659230517,0.9984,3.15,0.5,9.3,0
201,1,7.1,0.32,0.24,3.6193922141707713,0.22360679774997896,3.9512437185814275,5.318119993844216,0.998,3.1,0.49,8.8,0
202,1,6.9,0.54,0.32,3.63318042491699,0.22360679774997896,3.970291913552122,5.4638318050256105,0.9973,3.2,0.5,9.6,0
203,1,6.8,0.26,0.34,3.7282703764614498,0.18439088914585774,3.6635616461296463,4.897839799950911,0.9949,3.33,0.53,12.0,1
204,1,5.8,0.28,0.35,1.51657508881031,0.23021728866442676,3.58351893845611,4.736198448394496,0.9924,3.28,0.5,10.2,0
